,pokemon,base_experience,height,name,order,weight,abilities,moves,types
527,joltik,64,1,joltik,717,6,"'compound-eyes', 'unnerve', 'swarm'","'cut', 'poison-sting', 'pin-missile', 'disable', 'absorb', 'string-shot', 'thunderbolt', 'thunder-wave', 'toxic', 'agility', 'screech', 'double-team', 'light-screen', 'swift', 'leech-life', 'flash', 'rest', 'slash', 'substitute', 'thief', 'spider-web', 'snore', 'protect', 'feint-attack', 'giga-drain', 'endure', 'swagger', 'fury-cutter', 'attract', 'sleep-talk', 'return', 'frustration', 'pursuit', 'hidden-power', 'rain-dance', 'facade', 'secret-power', 'camouflage', 'signal-beam', 'bounce', 'shock-wave', 'gastro-acid', 'sucker-punch', 'magnet-rise', 'poison-jab', 'x-scissor', 'bug-buzz', 'energy-ball', 'rock-climb', 'discharge', 'cross-poison', 'bug-bite', 'charge-beam', 'electro-ball', 'round', 'volt-switch', 'struggle-bug', 'electroweb', 'wild-charge', 'confide', 'infestation', 'lunge', 'speed-swap', 'rising-voltage', 'skitter-smack'","'bug', 'electric'"
528,jumpluff,207,8,jumpluff,284,30,"'chlorophyll', 'leaf-guard', 'infiltrator'","'swords-dance', 'headbutt', 'tackle', 'take-down', 'double-edge', 'tail-whip', 'hyper-beam', 'absorb', 'mega-drain', 'leech-seed', 'solar-beam', 'poison-powder', 'stun-spore', 'sleep-powder', 'toxic', 'mimic', 'double-team', 'defense-curl', 'light-screen', 'reflect', 'flash', 'splash', 'rest', 'substitute', 'thief', 'snore', 'curse', 'cotton-spore', 'protect', 'giga-drain', 'endure', 'charm', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'baton-pass', 'encore', 'sweet-scent', 'synthesis', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'memento', 'facade', 'helping-hand', 'secret-power', 'silver-wind', 'bullet-seed', 'aerial-ace', 'bounce', 'magical-leaf', 'natural-gift', 'tailwind', 'u-turn', 'fling', 'worry-seed', 'seed-bomb', 'energy-ball', 'giga-impact', 'leaf-storm', 'captivate', 'grass-knot', 'rage-powder', 'round', 'acrobatics', 'grassy-terrain', 'fairy-wind', 'confide', 'dazzling-gleam', 'infestation', 'pollen-puff', 'tera-blast', 'trailblaze'","'grass', 'flying'"
529,jynx,159,14,jynx,200,406,"'oblivious', 'forewarn', 'dry-skin'","'pound', 'double-slap', 'mega-punch', 'ice-punch', 'mega-kick', 'headbutt', 'body-slam', 'take-down', 'thrash', 'double-edge', 'sing', 'water-gun', 'ice-beam', 'blizzard', 'bubble-beam', 'hyper-beam', 'submission', 'counter', 'seismic-toss', 'toxic', 'confusion', 'psychic', 'rage', 'teleport', 'mimic', 'screech', 'double-team', 'light-screen', 'reflect', 'bide', 'metronome', 'lick', 'skull-bash', 'dream-eater', 'lovely-kiss', 'flash', 'psywave', 'rest', 'substitute', 'thief', 'nightmare', 'snore', 'curse', 'powder-snow', 'protect', 'sweet-kiss', 'mud-slap', 'perish-song', 'icy-wind', 'endure', 'charm', 'swagger', 'mean-look', 'attract', 'sleep-talk', 'heal-bell', 'return', 'frustration', 'dynamic-punch', 'encore', 'sweet-scent', 'hidden-power', 'rain-dance', 'psych-up', 'shadow-ball', 'future-sight', 'uproar', 'hail', 'torment', 'facade', 'focus-punch', 'taunt', 'helping-hand', 'trick', 'role-play', 'magic-coat', 'recycle', 'brick-break', 'skill-swap', 'secret-power', 'hyper-voice', 'fake-tears', 'signal-beam', 'icicle-spear', 'covet', 'calm-mind', 'water-pulse', 'wake-up-slap', 'natural-gift', 'payback', 'fling', 'wring-out', 'copycat', 'drain-punch', 'focus-blast', 'energy-ball', 'giga-impact', 'nasty-plot', 'avalanche', 'psycho-cut', 'zen-headbutt', 'trick-room', 'captivate', 'grass-knot', 'wonder-room', 'psyshock', 'telekinesis', 'magic-room', 'round', 'echoed-voice', 'stored-power', 'ally-switch', 'frost-breath', 'heart-stamp', 'draining-kiss', 'confide', 'power-up-punch', 'psychic-terrain', 'aurora-veil', 'expanding-force', 'triple-axel'","'ice', 'psychic'"
530,kabuto,71,5,kabuto,230,115,"'swift-swim', 'battle-armor', 'weak-armor'","'scratch', 'sand-attack', 'headbutt', 'body-slam', 'take-down', 'double-edge', 'leer', 'water-gun', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'bubble-beam', 'aurora-beam', 'absorb', 'mega-drain', 'rock-throw', 'dig', 'toxic', 'rage', 'mimic', 'screech', 'double-team', 'harden', 'confuse-ray', 'reflect', 'bide', 'waterfall', 'leech-life', 'rest', 'rock-slide', 'slash', 'substitute', 'thief', 'snore', 'curse', 'flail', 'protect', 'mud-slap', 'foresight', 'icy-wind', 'sandstorm', 'giga-drain', 'endure', 'rollout', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'rapid-spin', 'hidden-power', 'rain-dance', 'ancient-power', 'rock-smash', 'whirlpool', 'hail', 'facade', 'knock-off', 'secret-power', 'rock-tomb', 'metal-sound', 'aerial-ace', 'iron-defense', 'mud-shot', 'rock-blast', 'water-pulse', 'brine', 'natural-gift', 'wring-out', 'rock-polish', 'earth-power', 'stone-edge', 'captivate', 'stealth-rock', 'aqua-jet', 'hone-claws', 'smack-down', 'round', 'scald', 'confide', 'liquidation', 'meteor-beam'","'rock', 'water'"
531,kabutops,173,13,kabutops,231,405,"'swift-swim', 'battle-armor', 'weak-armor'","'scratch', 'razor-wind', 'swords-dance', 'cut', 'mega-kick', 'sand-attack', 'headbutt', 'body-slam', 'take-down', 'double-edge', 'leer', 'water-gun', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'bubble-beam', 'hyper-beam', 'submission', 'low-kick', 'seismic-toss', 'absorb', 'mega-drain', 'rock-throw', 'dig', 'toxic', 'rage', 'mimic', 'screech', 'double-team', 'harden', 'confuse-ray', 'reflect', 'bide', 'waterfall', 'skull-bash', 'leech-life', 'rest', 'rock-slide', 'slash', 'substitute', 'thief', 'snore', 'curse', 'protect', 'mud-slap', 'icy-wind', 'sandstorm', 'giga-drain', 'endure', 'rollout', 'swagger', 'fury-cutter', 'attract', 'sleep-talk', 'return', 'frustration', 'hidden-power', 'rain-dance', 'ancient-power', 'rock-smash', 'whirlpool', 'hail', 'facade', 'nature-power', 'superpower', 'brick-break', 'knock-off', 'secret-power', 'dive', 'rock-tomb', 'metal-sound', 'aerial-ace', 'iron-defense', 'mud-shot', 'rock-blast', 'water-pulse', 'brine', 'natural-gift', 'feint', 'wring-out', 'rock-polish', 'night-slash', 'aqua-tail', 'x-scissor', 'earth-power', 'giga-impact', 'psycho-cut', 'rock-climb', 'cross-poison', 'stone-edge', 'captivate', 'stealth-rock', 'aqua-jet', 'hone-claws', 'smack-down', 'round', 'scald', 'razor-shell', 'confide', 'liquidation', 'meteor-beam', 'flip-turn'","'rock', 'water'"
532,kadabra,140,13,kadabra,104,565,"'synchronize', 'inner-focus', 'magic-guard'","'mega-punch', 'fire-punch', 'ice-punch', 'thunder-punch', 'mega-kick', 'headbutt', 'body-slam', 'take-down', 'double-edge', 'disable', 'psybeam', 'submission', 'counter', 'seismic-toss', 'thunder-wave', 'dig', 'toxic', 'confusion', 'psychic', 'rage', 'teleport', 'night-shade', 'mimic', 'double-team', 'recover', 'light-screen', 'reflect', 'bide', 'metronome', 'swift', 'skull-bash', 'kinesis', 'dream-eater', 'flash', 'psywave', 'rest', 'tri-attack', 'substitute', 'thief', 'nightmare', 'snore', 'curse', 'protect', 'zap-cannon', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'dynamic-punch', 'encore', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'future-sight', 'torment', 'facade', 'focus-punch', 'taunt', 'trick', 'role-play', 'magic-coat', 'recycle', 'knock-off', 'skill-swap', 'snatch', 'secret-power', 'signal-beam', 'calm-mind', 'shock-wave', 'gravity', 'miracle-eye', 'natural-gift', 'embargo', 'fling', 'power-swap', 'guard-swap', 'drain-punch', 'energy-ball', 'psycho-cut', 'zen-headbutt', 'trick-room', 'captivate', 'grass-knot', 'charge-beam', 'wonder-room', 'psyshock', 'telekinesis', 'magic-room', 'foul-play', 'round', 'ally-switch', 'confide', 'dazzling-gleam', 'psychic-terrain', 'speed-swap', 'expanding-force'",'psychic'
533,kakuna,72,6,kakuna,18,100,'shed-skin',"'string-shot', 'harden', 'iron-defense', 'bug-bite', 'electroweb'","'bug', 'poison'"
534,kangaskhan,172,22,kangaskhan,184,800,"'early-bird', 'scrappy', 'inner-focus'","'pound', 'comet-punch', 'mega-punch', 'fire-punch', 'ice-punch', 'thunder-punch', 'cut', 'stomp', 'mega-kick', 'headbutt', 'body-slam', 'take-down', 'double-edge', 'tail-whip', 'leer', 'bite', 'growl', 'roar', 'disable', 'flamethrower', 'water-gun', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'bubble-beam', 'hyper-beam', 'submission', 'low-kick', 'counter', 'seismic-toss', 'strength', 'solar-beam', 'thunderbolt', 'thunder', 'earthquake', 'fissure', 'dig', 'toxic', 'rage', 'mimic', 'double-team', 'focus-energy', 'bide', 'fire-blast', 'skull-bash', 'dizzy-punch', 'rest', 'rock-slide', 'substitute', 'thief', 'snore', 'curse', 'reversal', 'spite', 'protect', 'mud-slap', 'zap-cannon', 'foresight', 'icy-wind', 'outrage', 'sandstorm', 'endure', 'swagger', 'fury-cutter', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'dynamic-punch', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'crunch', 'shadow-ball', 'rock-smash', 'whirlpool', 'beat-up', 'fake-out', 'uproar', 'hail', 'facade', 'focus-punch', 'helping-hand', 'brick-break', 'endeavor', 'secret-power', 'crush-claw', 'rock-tomb', 'aerial-ace', 'covet', 'shock-wave', 'water-pulse', 'hammer-arm', 'natural-gift', 'assurance', 'fling', 'trump-card', 'last-resort', 'sucker-punch', 'aqua-tail', 'drain-punch', 'focus-blast', 'giga-impact', 'avalanche', 'shadow-claw', 'rock-climb', 'captivate', 'double-hit', 'round', 'chip-away', 'circle-throw', 'incinerate', 'retaliate', 'bulldoze', 'work-up', 'confide', 'power-up-punch', 'terrain-pulse'",'normal'
535,kangaskhan-mega,207,22,kangaskhan-mega,185,1000,'parental-bond',"'comet-punch', 'mega-punch', 'fire-punch', 'ice-punch', 'thunder-punch', 'cut', 'stomp', 'headbutt', 'double-edge', 'tail-whip', 'leer', 'bite', 'roar', 'disable', 'flamethrower', 'surf', 'ice-beam', 'blizzard', 'hyper-beam', 'low-kick', 'counter', 'seismic-toss', 'strength', 'solar-beam', 'thunderbolt', 'thunder', 'earthquake', 'dig', 'toxic', 'rage', 'double-team', 'focus-energy', 'fire-blast', 'dizzy-punch', 'rest', 'rock-slide', 'substitute', 'thief', 'snore', 'reversal', 'spite', 'protect', 'foresight', 'icy-wind', 'outrage', 'sandstorm', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'crunch', 'shadow-ball', 'rock-smash', 'fake-out', 'uproar', 'hail', 'facade', 'focus-punch', 'helping-hand', 'brick-break', 'endeavor', 'secret-power', 'crush-claw', 'rock-tomb', 'aerial-ace', 'covet', 'shock-wave', 'water-pulse', 'hammer-arm', 'fling', 'trump-card', 'sucker-punch', 'aqua-tail', 'drain-punch', 'focus-blast', 'giga-impact', 'shadow-claw', 'double-hit', 'round', 'chip-away', 'circle-throw', 'incinerate', 'retaliate', 'bulldoze', 'work-up', 'confide', 'power-up-punch'",'normal'
536,karrablast,63,5,karrablast,710,59,"'swarm', 'shed-skin', 'no-guard'","'swords-dance', 'cut', 'headbutt', 'horn-attack', 'fury-attack', 'take-down', 'double-edge', 'leer', 'peck', 'counter', 'toxic', 'screech', 'double-team', 'rest', 'slash', 'substitute', 'snore', 'flail', 'protect', 'scary-face', 'feint-attack', 'giga-drain', 'endure', 'false-swipe', 'swagger', 'fury-cutter', 'attract', 'sleep-talk', 'return', 'frustration', 'megahorn', 'encore', 'pursuit', 'hidden-power', 'rain-dance', 'facade', 'knock-off', 'secret-power', 'signal-beam', 'aerial-ace', 'iron-defense', 'poison-jab', 'night-slash', 'x-scissor', 'bug-buzz', 'energy-ball', 'bug-bite', 'acid-spray', 'round', 'struggle-bug', 'drill-run', 'confide', 'infestation'",'bug'
537,kartana,285,3,kartana,975,1,'beast-boost',"'guillotine', 'swords-dance', 'cut', 'razor-leaf', 'toxic', 'screech', 'double-team', 'rest', 'substitute', 'snore', 'protect', 'detect', 'giga-drain', 'endure', 'false-swipe', 'swagger', 'fury-cutter', 'sleep-talk', 'return', 'frustration', 'synthesis', 'hidden-power', 'brick-break', 'knock-off', 'air-cutter', 'aerial-ace', 'iron-defense', 'calm-mind', 'leaf-blade', 'tailwind', 'last-resort', 'night-slash', 'air-slash', 'x-scissor', 'vacuum-wave', 'giga-impact', 'psycho-cut', 'defog', 'round', 'sacred-sword', 'confide', 'solar-blade', 'laser-focus', 'smart-strike', 'steel-beam'","'grass', 'steel'"
538,kecleon,154,10,kecleon,468,220,"'color-change', 'protean'","'mega-punch', 'fire-punch', 'ice-punch', 'thunder-punch', 'scratch', 'cut', 'bind', 'mega-kick', 'headbutt', 'body-slam', 'double-edge', 'tail-whip', 'disable', 'flamethrower', 'ice-beam', 'blizzard', 'psybeam', 'low-kick', 'counter', 'seismic-toss', 'strength', 'solar-beam', 'thunderbolt', 'thunder-wave', 'thunder', 'dig', 'toxic', 'mimic', 'screech', 'double-team', 'recover', 'defense-curl', 'metronome', 'lick', 'fire-blast', 'swift', 'dizzy-punch', 'flash', 'fury-swipes', 'rest', 'rock-slide', 'slash', 'substitute', 'thief', 'snore', 'protect', 'feint-attack', 'mud-slap', 'icy-wind', 'endure', 'rollout', 'swagger', 'fury-cutter', 'attract', 'sleep-talk', 'return', 'frustration', 'dynamic-punch', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'ancient-power', 'shadow-ball', 'rock-smash', 'fake-out', 'facade', 'focus-punch', 'trick', 'role-play', 'magic-coat', 'recycle', 'brick-break', 'knock-off', 'skill-swap', 'snatch', 'secret-power', 'camouflage', 'astonish', 'rock-tomb', 'aerial-ace', 'shock-wave', 'water-pulse', 'natural-gift', 'feint', 'fling', 'last-resort', 'sucker-punch', 'aqua-tail', 'drain-punch', 'nasty-plot', 'shadow-claw', 'shadow-sneak', 'trick-room', 'captivate', 'stealth-rock', 'grass-knot', 'charge-beam', 'hone-claws', 'wonder-room', 'synchronoise', 'foul-play', 'after-you', 'round', 'incinerate', 'retaliate', 'work-up', 'confide', 'power-up-punch'",'normal'
539,keldeo-ordinary,290,14,keldeo-ordinary,775,485,'justified',"'swords-dance', 'cut', 'double-kick', 'take-down', 'leer', 'roar', 'hydro-pump', 'surf', 'bubble-beam', 'hyper-beam', 'low-kick', 'strength', 'toxic', 'double-team', 'reflect', 'swift', 'rest', 'substitute', 'snore', 'reversal', 'protect', 'icy-wind', 'endure', 'false-swipe', 'swagger', 'sleep-talk', 'return', 'frustration', 'safeguard', 'megahorn', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'rock-smash', 'hail', 'facade', 'taunt', 'helping-hand', 'superpower', 'revenge', 'brick-break', 'endeavor', 'secret-power', 'muddy-water', 'aerial-ace', 'bounce', 'covet', 'calm-mind', 'water-pulse', 'close-combat', 'last-resort', 'aura-sphere', 'poison-jab', 'aqua-tail', 'air-slash', 'x-scissor', 'focus-blast', 'giga-impact', 'stone-edge', 'aqua-jet', 'round', 'quick-guard', 'scald', 'retaliate', 'work-up', 'sacred-sword', 'secret-sword', 'confide', 'smart-strike', 'liquidation', 'coaching', 'flip-turn'","'water', 'fighting'"
540,keldeo-resolute,290,14,keldeo-resolute,776,485,'justified',"'swords-dance', 'cut', 'double-kick', 'take-down', 'leer', 'roar', 'hydro-pump', 'surf', 'bubble-beam', 'hyper-beam', 'low-kick', 'strength', 'toxic', 'double-team', 'reflect', 'swift', 'rest', 'substitute', 'snore', 'reversal', 'protect', 'icy-wind', 'endure', 'false-swipe', 'swagger', 'sleep-talk', 'return', 'frustration', 'safeguard', 'megahorn', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'rock-smash', 'hail', 'facade', 'taunt', 'helping-hand', 'superpower', 'revenge', 'brick-break', 'endeavor', 'secret-power', 'muddy-water', 'aerial-ace', 'bounce', 'covet', 'calm-mind', 'water-pulse', 'close-combat', 'last-resort', 'aura-sphere', 'poison-jab', 'aqua-tail', 'air-slash', 'x-scissor', 'focus-blast', 'giga-impact', 'stone-edge', 'aqua-jet', 'round', 'quick-guard', 'scald', 'retaliate', 'work-up', 'sacred-sword', 'secret-sword', 'confide', 'smart-strike', 'liquidation', 'coaching', 'flip-turn'","'water', 'fighting'"
543,kingdra,270,18,kingdra,188,1520,"'swift-swim', 'sniper', 'damp'","'headbutt', 'body-slam', 'double-edge', 'leer', 'water-gun', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'bubble-beam', 'hyper-beam', 'toxic', 'agility', 'mimic', 'double-team', 'smokescreen', 'focus-energy', 'waterfall', 'swift', 'bubble', 'rest', 'substitute', 'snore', 'curse', 'protect', 'icy-wind', 'outrage', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'dragon-breath', 'hidden-power', 'twister', 'rain-dance', 'whirlpool', 'hail', 'facade', 'yawn', 'secret-power', 'dive', 'signal-beam', 'muddy-water', 'bounce', 'dragon-dance', 'water-pulse', 'brine', 'natural-gift', 'dragon-pulse', 'giga-impact', 'flash-cannon', 'draco-meteor', 'iron-head', 'captivate', 'round', 'scald', 'quash', 'hurricane', 'confide', 'laser-focus', 'liquidation', 'breaking-swipe', 'scale-shot', 'flip-turn'","'water', 'dragon'"
544,kingler,166,13,kingler,157,600,"'hyper-cutter', 'shell-armor', 'sheer-force'","'vice-grip', 'guillotine', 'swords-dance', 'cut', 'slam', 'stomp', 'headbutt', 'body-slam', 'take-down', 'double-edge', 'leer', 'water-gun', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'bubble-beam', 'hyper-beam', 'strength', 'dig', 'toxic', 'agility', 'rage', 'mimic', 'double-team', 'harden', 'bide', 'amnesia', 'bubble', 'crabhammer', 'rest', 'rock-slide', 'substitute', 'thief', 'snore', 'curse', 'flail', 'protect', 'mud-slap', 'icy-wind', 'endure', 'false-swipe', 'swagger', 'fury-cutter', 'attract', 'sleep-talk', 'return', 'frustration', 'metal-claw', 'hidden-power', 'rain-dance', 'ancient-power', 'rock-smash', 'whirlpool', 'hail', 'facade', 'superpower', 'brick-break', 'knock-off', 'secret-power', 'dive', 'mud-sport', 'rock-tomb', 'iron-defense', 'mud-shot', 'water-pulse', 'hammer-arm', 'brine', 'natural-gift', 'fling', 'x-scissor', 'giga-impact', 'captivate', 'hone-claws', 'wide-guard', 'round', 'ally-switch', 'scald', 'quash', 'razor-shell', 'confide', 'high-horsepower', 'brutal-swing', 'stomping-tantrum', 'liquidation'",'water'
545,kingler-gmax,166,190,kingler-gmax,-1,10000,"'hyper-cutter', 'shell-armor', 'sheer-force'",,'water'
546,kirlia,97,8,kirlia,381,202,"'synchronize', 'trace', 'telepathy'","'mega-punch', 'fire-punch', 'ice-punch', 'thunder-punch', 'mega-kick', 'headbutt', 'body-slam', 'double-edge', 'growl', 'psybeam', 'hyper-beam', 'thunderbolt', 'thunder-wave', 'toxic', 'confusion', 'psychic', 'hypnosis', 'teleport', 'mimic', 'double-team', 'confuse-ray', 'defense-curl', 'light-screen', 'reflect', 'metronome', 'swift', 'dream-eater', 'flash', 'rest', 'substitute', 'thief', 'nightmare', 'snore', 'protect', 'mud-slap', 'icy-wind', 'endure', 'charm', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'pain-split', 'encore', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'future-sight', 'torment', 'will-o-wisp', 'facade', 'taunt', 'helping-hand', 'trick', 'magic-coat', 'recycle', 'skill-swap', 'imprison', 'snatch', 'secret-power', 'hyper-voice', 'signal-beam', 'magical-leaf', 'calm-mind', 'shock-wave', 'natural-gift', 'fling', 'lucky-chant', 'zen-headbutt', 'trick-room', 'captivate', 'grass-knot', 'charge-beam', 'wonder-room', 'psyshock', 'telekinesis', 'magic-room', 'round', 'echoed-voice', 'stored-power', 'ally-switch', 'heal-pulse', 'disarming-voice', 'draining-kiss', 'misty-terrain', 'confide', 'dazzling-gleam', 'psychic-terrain', 'life-dew', 'expanding-force', 'triple-axel', 'tera-blast'","'psychic', 'fairy'"
547,klang,154,6,klang,722,510,"'plus', 'minus', 'clear-body'","'vice-grip', 'bind', 'hyper-beam', 'thunder-shock', 'thunderbolt', 'thunder-wave', 'toxic', 'screech', 'double-team', 'rest', 'substitute', 'snore', 'protect', 'zap-cannon', 'lock-on', 'sandstorm', 'endure', 'swagger', 'sleep-talk', 'return', 'frustration', 'hidden-power', 'rock-smash', 'uproar', 'facade', 'charge', 'magic-coat', 'recycle', 'secret-power', 'metal-sound', 'signal-beam', 'iron-defense', 'shock-wave', 'gravity', 'assurance', 'magnet-rise', 'rock-polish', 'power-gem', 'mirror-shot', 'flash-cannon', 'discharge', 'charge-beam', 'autotomize', 'telekinesis', 'round', 'ally-switch', 'shift-gear', 'volt-switch', 'wild-charge', 'gear-grind', 'confide', 'steel-beam', 'steel-roller', 'rising-voltage'",'steel'
550,klefki,165,2,klefki,841,30,"'prankster', 'magician'","'cut', 'tackle', 'hyper-beam', 'thunder-wave', 'toxic', 'psychic', 'double-team', 'light-screen', 'reflect', 'swift', 'rest', 'substitute', 'thief', 'snore', 'protect', 'spikes', 'lock-on', 'sandstorm', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'torment', 'facade', 'magic-coat', 'recycle', 'imprison', 'secret-power', 'astonish', 'metal-sound', 'iron-defense', 'covet', 'calm-mind', 'heal-block', 'last-resort', 'magnet-rise', 'switcheroo', 'giga-impact', 'mirror-shot', 'flash-cannon', 'defog', 'trick-room', 'psyshock', 'magic-room', 'foul-play', 'round', 'stored-power', 'draining-kiss', 'crafty-shield', 'misty-terrain', 'play-rough', 'fairy-wind', 'fairy-lock', 'confide', 'dazzling-gleam', 'steel-beam', 'tera-blast'","'steel', 'fairy'"
