,pokemon,base_experience,height,name,order,weight,abilities,moves,types,color
210,luvdisc,116,6,luvdisc,491,87,"['swift-swim', 'hydration']","['tackle', 'take-down', 'double-edge', 'supersonic', 'water-gun', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'toxic', 'agility', 'mimic', 'double-team', 'waterfall', 'swift', 'splash', 'rest', 'substitute', 'snore', 'flail', 'protect', 'sweet-kiss', 'icy-wind', 'endure', 'charm', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'hidden-power', 'rain-dance', 'psych-up', 'whirlpool', 'hail', 'facade', 'wish', 'secret-power', 'dive', 'mud-sport', 'bounce', 'water-sport', 'water-pulse', 'brine', 'natural-gift', 'lucky-chant', 'aqua-ring', 'captivate', 'aqua-jet', 'soak', 'entrainment', 'round', 'scald', 'heal-pulse', 'heart-stamp', 'draining-kiss', 'confide', 'baby-doll-eyes', 'liquidation', 'tera-blast', 'snowscape']",['water'],pink
211,machop,61,8,machop,107,195,"['guts', 'no-guard', 'steadfast']","['karate-chop', 'mega-punch', 'fire-punch', 'ice-punch', 'thunder-punch', 'mega-kick', 'rolling-kick', 'headbutt', 'body-slam', 'take-down', 'double-edge', 'leer', 'flamethrower', 'submission', 'low-kick', 'counter', 'seismic-toss', 'strength', 'earthquake', 'fissure', 'dig', 'toxic', 'meditate', 'rage', 'mimic', 'double-team', 'light-screen', 'focus-energy', 'bide', 'metronome', 'fire-blast', 'skull-bash', 'rest', 'rock-slide', 'substitute', 'thief', 'snore', 'curse', 'reversal', 'protect', 'scary-face', 'mud-slap', 'foresight', 'detect', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'dynamic-punch', 'encore', 'vital-throw', 'hidden-power', 'cross-chop', 'rain-dance', 'sunny-day', 'rock-smash', 'facade', 'focus-punch', 'smelling-salts', 'helping-hand', 'role-play', 'superpower', 'revenge', 'brick-break', 'knock-off', 'secret-power', 'rock-tomb', 'tickle', 'bulk-up', 'wake-up-slap', 'natural-gift', 'close-combat', 'payback', 'fling', 'power-trick', 'poison-jab', 'vacuum-wave', 'focus-blast', 'bullet-punch', 'rock-climb', 'captivate', 'smack-down', 'heavy-slam', 'low-sweep', 'round', 'quick-guard', 'incinerate', 'retaliate', 'bulldoze', 'work-up', 'dual-chop', 'confide', 'power-up-punch', 'coaching']",['fighting'],gray
212,magby,73,7,magby,204,214,"['flame-body', 'vital-spirit']","['karate-chop', 'mega-punch', 'fire-punch', 'thunder-punch', 'mega-kick', 'headbutt', 'body-slam', 'double-edge', 'leer', 'ember', 'flamethrower', 'low-kick', 'counter', 'seismic-toss', 'fire-spin', 'toxic', 'psychic', 'mimic', 'screech', 'double-team', 'smokescreen', 'confuse-ray', 'barrier', 'focus-energy', 'smog', 'fire-blast', 'rest', 'substitute', 'thief', 'flame-wheel', 'snore', 'curse', 'protect', 'mach-punch', 'scary-face', 'feint-attack', 'belly-drum', 'mud-slap', 'detect', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'dynamic-punch', 'iron-tail', 'hidden-power', 'cross-chop', 'sunny-day', 'rock-smash', 'uproar', 'heat-wave', 'will-o-wisp', 'facade', 'focus-punch', 'helping-hand', 'brick-break', 'secret-power', 'overheat', 'covet', 'natural-gift', 'fling', 'power-swap', 'flare-blitz', 'lava-plume', 'captivate', 'flame-burst', 'flame-charge', 'round', 'clear-smog', 'incinerate', 'dual-chop', 'belch', 'confide', 'power-up-punch']",['fire'],red
213,magearna,300,10,magearna,981,805,['soul-heart'],"['body-slam', 'take-down', 'sonic-boom', 'ice-beam', 'psybeam', 'aurora-beam', 'hyper-beam', 'solar-beam', 'thunderbolt', 'thunder-wave', 'psychic', 'agility', 'double-team', 'confuse-ray', 'defense-curl', 'light-screen', 'reflect', 'self-destruct', 'swift', 'explosion', 'rest', 'tri-attack', 'substitute', 'mind-reader', 'snore', 'protect', 'spikes', 'zap-cannon', 'lock-on', 'endure', 'rollout', 'false-swipe', 'swagger', 'sleep-talk', 'heal-bell', 'return', 'frustration', 'pain-split', 'baton-pass', 'encore', 'hidden-power', 'sunny-day', 'shadow-ball', 'facade', 'helping-hand', 'trick', 'brick-break', 'skill-swap', 'imprison', 'signal-beam', 'iron-defense', 'calm-mind', 'shock-wave', 'gyro-ball', 'embargo', 'trump-card', 'lucky-chant', 'power-swap', 'guard-swap', 'last-resort', 'heart-swap', 'magnet-rise', 'aura-sphere', 'focus-blast', 'energy-ball', 'giga-impact', 'zen-headbutt', 'mirror-shot', 'flash-cannon', 'trick-room', 'iron-head', 'grass-knot', 'charge-beam', 'psyshock', 'heavy-slam', 'synchronoise', 'electro-ball', 'after-you', 'round', 'echoed-voice', 'stored-power', 'shift-gear', 'volt-switch', 'electroweb', 'disarming-voice', 'draining-kiss', 'crafty-shield', 'misty-terrain', 'play-rough', 'confide', 'eerie-impulse', 'magnetic-flux', 'dazzling-gleam', 'gear-up', 'speed-swap', 'fleur-cannon', 'steel-beam', 'steel-roller', 'misty-explosion', 'tera-blast', 'ice-spinner', 'snowscape']","['steel', 'fairy']",gray
214,magikarp,40,9,magikarp,210,100,"['swift-swim', 'rattled']","['tackle', 'hydro-pump', 'splash', 'flail', 'bounce']",['water'],red
215,magnemite,65,3,magnemite,132,60,"['magnet-pull', 'sturdy', 'analytic']","['headbutt', 'tackle', 'take-down', 'double-edge', 'supersonic', 'sonic-boom', 'thunder-shock', 'thunderbolt', 'thunder-wave', 'thunder', 'toxic', 'rage', 'teleport', 'mimic', 'screech', 'double-team', 'confuse-ray', 'light-screen', 'reflect', 'bide', 'swift', 'flash', 'explosion', 'rest', 'substitute', 'snore', 'curse', 'protect', 'zap-cannon', 'lock-on', 'sandstorm', 'endure', 'rollout', 'swagger', 'spark', 'sleep-talk', 'return', 'frustration', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'facade', 'helping-hand', 'magic-coat', 'recycle', 'secret-power', 'metal-sound', 'signal-beam', 'iron-defense', 'shock-wave', 'gravity', 'gyro-ball', 'natural-gift', 'magnet-rise', 'mirror-shot', 'flash-cannon', 'discharge', 'iron-head', 'magnet-bomb', 'charge-beam', 'heavy-slam', 'electro-ball', 'round', 'volt-switch', 'electroweb', 'wild-charge', 'confide', 'eerie-impulse', 'electric-terrain', 'steel-beam', 'rising-voltage', 'tera-blast']","['electric', 'steel']",gray
216,makuhita,47,10,makuhita,399,864,"['thick-fat', 'guts', 'sheer-force']","['mega-punch', 'fire-punch', 'ice-punch', 'thunder-punch', 'whirlwind', 'mega-kick', 'sand-attack', 'headbutt', 'tackle', 'body-slam', 'take-down', 'double-edge', 'surf', 'low-kick', 'counter', 'seismic-toss', 'strength', 'earthquake', 'dig', 'toxic', 'mimic', 'double-team', 'focus-energy', 'metronome', 'swift', 'rest', 'rock-slide', 'substitute', 'thief', 'snore', 'reversal', 'protect', 'feint-attack', 'belly-drum', 'mud-slap', 'foresight', 'detect', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'dynamic-punch', 'vital-throw', 'hidden-power', 'cross-chop', 'rain-dance', 'sunny-day', 'rock-smash', 'whirlpool', 'fake-out', 'facade', 'focus-punch', 'smelling-salts', 'taunt', 'helping-hand', 'role-play', 'superpower', 'revenge', 'brick-break', 'knock-off', 'secret-power', 'arm-thrust', 'rock-tomb', 'bulk-up', 'mud-shot', 'wake-up-slap', 'natural-gift', 'feint', 'close-combat', 'fling', 'force-palm', 'poison-jab', 'drain-punch', 'vacuum-wave', 'focus-blast', 'bullet-punch', 'zen-headbutt', 'rock-climb', 'stone-edge', 'captivate', 'wide-guard', 'smack-down', 'heavy-slam', 'low-sweep', 'round', 'chip-away', 'retaliate', 'bulldoze', 'work-up', 'confide', 'power-up-punch', 'stomping-tantrum', 'body-press', 'tera-blast', 'chilling-water']",['fighting'],yellow
217,manaphy,270,3,manaphy,604,14,['hydration'],"['supersonic', 'surf', 'ice-beam', 'blizzard', 'bubble-beam', 'hyper-beam', 'toxic', 'psychic', 'double-team', 'light-screen', 'reflect', 'waterfall', 'swift', 'bubble', 'flash', 'acid-armor', 'rest', 'substitute', 'snore', 'protect', 'mud-slap', 'icy-wind', 'endure', 'charm', 'swagger', 'sleep-talk', 'heal-bell', 'return', 'frustration', 'safeguard', 'hidden-power', 'rain-dance', 'psych-up', 'ancient-power', 'shadow-ball', 'whirlpool', 'uproar', 'hail', 'facade', 'helping-hand', 'knock-off', 'skill-swap', 'secret-power', 'dive', 'tail-glow', 'signal-beam', 'bounce', 'covet', 'water-sport', 'calm-mind', 'water-pulse', 'brine', 'natural-gift', 'u-turn', 'fling', 'last-resort', 'heart-swap', 'aqua-ring', 'energy-ball', 'giga-impact', 'grass-knot', 'round', 'scald', 'confide', 'dazzling-gleam', 'liquidation']",['water'],blue
218,mankey,61,5,mankey,95,280,"['vital-spirit', 'anger-point', 'defiant']","['karate-chop', 'mega-punch', 'pay-day', 'fire-punch', 'ice-punch', 'thunder-punch', 'scratch', 'mega-kick', 'headbutt', 'body-slam', 'take-down', 'thrash', 'double-edge', 'leer', 'submission', 'low-kick', 'counter', 'seismic-toss', 'strength', 'thunderbolt', 'thunder', 'earthquake', 'dig', 'toxic', 'meditate', 'rage', 'mimic', 'screech', 'double-team', 'defense-curl', 'focus-energy', 'bide', 'metronome', 'swift', 'skull-bash', 'fury-swipes', 'rest', 'rock-slide', 'substitute', 'thief', 'snore', 'curse', 'reversal', 'spite', 'protect', 'scary-face', 'mud-slap', 'foresight', 'detect', 'outrage', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'dynamic-punch', 'encore', 'pursuit', 'iron-tail', 'hidden-power', 'cross-chop', 'rain-dance', 'sunny-day', 'psych-up', 'rock-smash', 'beat-up', 'uproar', 'facade', 'focus-punch', 'smelling-salts', 'taunt', 'helping-hand', 'role-play', 'revenge', 'brick-break', 'endeavor', 'secret-power', 'overheat', 'rock-tomb', 'aerial-ace', 'bulk-up', 'covet', 'natural-gift', 'u-turn', 'close-combat', 'payback', 'assurance', 'fling', 'punishment', 'poison-jab', 'night-slash', 'seed-bomb', 'drain-punch', 'vacuum-wave', 'focus-blast', 'shadow-claw', 'rock-climb', 'gunk-shot', 'stone-edge', 'captivate', 'hone-claws', 'smack-down', 'low-sweep', 'round', 'acrobatics', 'retaliate', 'final-gambit', 'bulldoze', 'work-up', 'dual-chop', 'confide', 'power-up-punch', 'power-trip', 'stomping-tantrum', 'tera-blast']",['fighting'],brown
219,mantyke,69,10,mantyke,326,650,"['swift-swim', 'water-absorb', 'water-veil']","['wing-attack', 'slam', 'headbutt', 'tackle', 'take-down', 'supersonic', 'water-gun', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'bubble-beam', 'earthquake', 'toxic', 'agility', 'double-team', 'confuse-ray', 'haze', 'waterfall', 'swift', 'amnesia', 'bubble', 'splash', 'rest', 'rock-slide', 'substitute', 'snore', 'protect', 'mud-slap', 'icy-wind', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'hidden-power', 'twister', 'rain-dance', 'mirror-coat', 'whirlpool', 'hail', 'facade', 'helping-hand', 'secret-power', 'dive', 'mud-sport', 'air-cutter', 'signal-beam', 'aerial-ace', 'bounce', 'water-sport', 'water-pulse', 'natural-gift', 'tailwind', 'aqua-ring', 'air-slash', 'captivate', 'wide-guard', 'round', 'scald', 'acrobatics', 'bulldoze', 'confide']","['water', 'flying']",blue
220,maractus,161,10,maractus,677,280,"['water-absorb', 'chlorophyll', 'storm-drain']","['pin-missile', 'peck', 'absorb', 'mega-drain', 'leech-seed', 'growth', 'solar-beam', 'petal-dance', 'toxic', 'screech', 'double-team', 'rest', 'substitute', 'snore', 'cotton-spore', 'protect', 'spikes', 'giga-drain', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'sweet-scent', 'synthesis', 'hidden-power', 'rain-dance', 'sunny-day', 'uproar', 'facade', 'nature-power', 'helping-hand', 'ingrain', 'knock-off', 'endeavor', 'secret-power', 'needle-arm', 'hyper-voice', 'weather-ball', 'grass-whistle', 'bullet-seed', 'aerial-ace', 'bounce', 'acupressure', 'assurance', 'worry-seed', 'sucker-punch', 'poison-jab', 'seed-bomb', 'drain-punch', 'energy-ball', 'leaf-storm', 'grass-knot', 'wood-hammer', 'after-you', 'round', 'cotton-guard', 'petal-blizzard', 'grassy-terrain', 'confide', 'spiky-shield', 'throat-chop', 'grassy-glide']",['grass'],green
221,mareep,56,6,mareep,273,78,"['static', 'plus']","['sand-attack', 'headbutt', 'tackle', 'body-slam', 'take-down', 'double-edge', 'growl', 'thunder-shock', 'thunderbolt', 'thunder-wave', 'thunder', 'dig', 'toxic', 'agility', 'mimic', 'screech', 'double-team', 'confuse-ray', 'defense-curl', 'light-screen', 'reflect', 'swift', 'flash', 'rest', 'substitute', 'snore', 'curse', 'cotton-spore', 'protect', 'zap-cannon', 'endure', 'swagger', 'attract', 'sleep-talk', 'heal-bell', 'return', 'frustration', 'safeguard', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'flatter', 'facade', 'charge', 'helping-hand', 'secret-power', 'odor-sleuth', 'signal-beam', 'shock-wave', 'natural-gift', 'magnet-rise', 'power-gem', 'discharge', 'captivate', 'charge-beam', 'electro-ball', 'after-you', 'round', 'echoed-voice', 'volt-switch', 'electroweb', 'wild-charge', 'cotton-guard', 'confide', 'eerie-impulse', 'electric-terrain', 'dazzling-gleam', 'tera-blast', 'trailblaze']",['electric'],white
222,marshadow,300,7,marshadow,983,222,['technician'],"['mega-punch', 'fire-punch', 'ice-punch', 'thunder-punch', 'mega-kick', 'jump-kick', 'rolling-kick', 'hyper-beam', 'low-kick', 'counter', 'toxic', 'agility', 'double-team', 'swift', 'rest', 'rock-slide', 'substitute', 'thief', 'snore', 'reversal', 'protect', 'outrage', 'endure', 'false-swipe', 'swagger', 'sleep-talk', 'return', 'frustration', 'pursuit', 'hidden-power', 'psych-up', 'shadow-ball', 'will-o-wisp', 'facade', 'focus-punch', 'role-play', 'superpower', 'revenge', 'brick-break', 'knock-off', 'endeavor', 'snatch', 'blaze-kick', 'rock-tomb', 'shadow-punch', 'bulk-up', 'bounce', 'calm-mind', 'feint', 'close-combat', 'payback', 'assurance', 'fling', 'copycat', 'last-resort', 'sucker-punch', 'force-palm', 'aura-sphere', 'poison-jab', 'drain-punch', 'focus-blast', 'giga-impact', 'shadow-claw', 'shadow-sneak', 'zen-headbutt', 'iron-head', 'stone-edge', 'grass-knot', 'smack-down', 'low-sweep', 'foul-play', 'round', 'echoed-voice', 'hex', 'acrobatics', 'work-up', 'phantom-force', 'confide', 'laser-focus', 'throat-chop', 'spectral-thief', 'skitter-smack', 'poltergeist', 'coaching']","['fighting', 'ghost']",gray
223,mawile,133,6,mawile,407,115,"['hyper-cutter', 'intimidate', 'sheer-force']","['mega-punch', 'ice-punch', 'thunder-punch', 'vice-grip', 'swords-dance', 'slam', 'mega-kick', 'headbutt', 'body-slam', 'double-edge', 'bite', 'growl', 'flamethrower', 'ice-beam', 'hyper-beam', 'counter', 'seismic-toss', 'strength', 'solar-beam', 'toxic', 'mimic', 'double-team', 'fire-blast', 'rest', 'rock-slide', 'super-fang', 'substitute', 'snore', 'protect', 'feint-attack', 'sludge-bomb', 'mud-slap', 'icy-wind', 'sandstorm', 'endure', 'false-swipe', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'pain-split', 'dynamic-punch', 'baton-pass', 'sweet-scent', 'hidden-power', 'rain-dance', 'sunny-day', 'crunch', 'psych-up', 'ancient-power', 'shadow-ball', 'rock-smash', 'stockpile', 'spit-up', 'swallow', 'torment', 'facade', 'focus-punch', 'taunt', 'helping-hand', 'brick-break', 'knock-off', 'snatch', 'secret-power', 'poison-fang', 'astonish', 'fake-tears', 'rock-tomb', 'tickle', 'iron-defense', 'natural-gift', 'metal-burst', 'payback', 'assurance', 'embargo', 'fling', 'guard-swap', 'punishment', 'last-resort', 'sucker-punch', 'magnet-rise', 'dark-pulse', 'focus-blast', 'giga-impact', 'thunder-fang', 'ice-fang', 'fire-fang', 'flash-cannon', 'iron-head', 'stone-edge', 'captivate', 'stealth-rock', 'grass-knot', 'charge-beam', 'foul-play', 'round', 'incinerate', 'draining-kiss', 'misty-terrain', 'play-rough', 'fairy-wind', 'confide', 'power-up-punch', 'laser-focus', 'brutal-swing', 'psychic-fangs', 'steel-beam']","['steel', 'fairy']",black
224,meditite,56,6,meditite,413,112,"['pure-power', 'telepathy']","['mega-punch', 'fire-punch', 'ice-punch', 'thunder-punch', 'mega-kick', 'headbutt', 'body-slam', 'take-down', 'double-edge', 'psybeam', 'low-kick', 'counter', 'seismic-toss', 'strength', 'toxic', 'confusion', 'psychic', 'meditate', 'night-shade', 'mimic', 'double-team', 'recover', 'light-screen', 'reflect', 'bide', 'metronome', 'swift', 'high-jump-kick', 'dream-eater', 'flash', 'rest', 'rock-slide', 'substitute', 'thief', 'mind-reader', 'snore', 'reversal', 'protect', 'mud-slap', 'foresight', 'detect', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'pain-split', 'dynamic-punch', 'baton-pass', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'rock-smash', 'fake-out', 'facade', 'focus-punch', 'taunt', 'helping-hand', 'trick', 'role-play', 'magic-coat', 'recycle', 'brick-break', 'skill-swap', 'imprison', 'secret-power', 'rock-tomb', 'signal-beam', 'aerial-ace', 'bulk-up', 'calm-mind', 'gravity', 'natural-gift', 'feint', 'acupressure', 'close-combat', 'fling', 'power-trick', 'power-swap', 'guard-swap', 'force-palm', 'poison-jab', 'drain-punch', 'vacuum-wave', 'focus-blast', 'bullet-punch', 'psycho-cut', 'zen-headbutt', 'trick-room', 'captivate', 'grass-knot', 'psyshock', 'telekinesis', 'low-sweep', 'round', 'stored-power', 'quick-guard', 'retaliate', 'work-up', 'confide', 'power-up-punch', 'psychic-terrain', 'tera-blast', 'trailblaze']","['fighting', 'psychic']",blue
225,meltan,150,2,meltan,989,80,['magnet-pull'],"['headbutt', 'tail-whip', 'thunder-shock', 'thunderbolt', 'thunder-wave', 'toxic', 'harden', 'acid-armor', 'rest', 'substitute', 'snore', 'protect', 'endure', 'sleep-talk', 'facade', 'iron-defense', 'gyro-ball', 'flash-cannon', 'round', 'steel-beam']",['steel'],gray
226,meowth,58,4,meowth,88,42,"['pickup', 'technician', 'unnerve']","['pay-day', 'scratch', 'cut', 'headbutt', 'body-slam', 'take-down', 'double-edge', 'tail-whip', 'bite', 'growl', 'water-gun', 'bubble-beam', 'thunderbolt', 'thunder-wave', 'thunder', 'dig', 'toxic', 'hypnosis', 'agility', 'rage', 'mimic', 'screech', 'double-team', 'defense-curl', 'bide', 'swift', 'skull-bash', 'amnesia', 'dream-eater', 'flash', 'fury-swipes', 'rest', 'slash', 'substitute', 'thief', 'nightmare', 'snore', 'curse', 'flail', 'spite', 'protect', 'feint-attack', 'mud-slap', 'zap-cannon', 'icy-wind', 'detect', 'endure', 'charm', 'false-swipe', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'iron-tail', 'metal-claw', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'fake-out', 'uproar', 'torment', 'facade', 'taunt', 'helping-hand', 'assist', 'knock-off', 'snatch', 'secret-power', 'hyper-voice', 'fake-tears', 'odor-sleuth', 'aerial-ace', 'covet', 'shock-wave', 'water-pulse', 'natural-gift', 'feint', 'u-turn', 'payback', 'assurance', 'punishment', 'last-resort', 'dark-pulse', 'night-slash', 'seed-bomb', 'power-gem', 'nasty-plot', 'shadow-claw', 'gunk-shot', 'captivate', 'hone-claws', 'foul-play', 'round', 'echoed-voice', 'retaliate', 'work-up', 'snarl', 'play-rough', 'confide', 'throat-chop', 'lash-out', 'tera-blast', 'trailblaze', 'chilling-water']",['normal'],yellow
227,mesprit,290,3,mesprit,594,3,['levitate'],"['fire-punch', 'ice-punch', 'thunder-punch', 'headbutt', 'ice-beam', 'blizzard', 'psybeam', 'hyper-beam', 'thunderbolt', 'thunder-wave', 'thunder', 'toxic', 'confusion', 'psychic', 'double-team', 'confuse-ray', 'light-screen', 'reflect', 'metronome', 'swift', 'dream-eater', 'flash', 'rest', 'tri-attack', 'substitute', 'snore', 'protect', 'mud-slap', 'sandstorm', 'endure', 'charm', 'swagger', 'sleep-talk', 'return', 'frustration', 'safeguard', 'baton-pass', 'encore', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'future-sight', 'flatter', 'facade', 'helping-hand', 'trick', 'role-play', 'magic-coat', 'recycle', 'knock-off', 'skill-swap', 'imprison', 'secret-power', 'signal-beam', 'extrasensory', 'calm-mind', 'shock-wave', 'water-pulse', 'healing-wish', 'natural-gift', 'u-turn', 'fling', 'lucky-chant', 'copycat', 'drain-punch', 'energy-ball', 'giga-impact', 'nasty-plot', 'psycho-cut', 'zen-headbutt', 'trick-room', 'stealth-rock', 'grass-knot', 'charge-beam', 'wonder-room', 'psyshock', 'telekinesis', 'magic-room', 'round', 'stored-power', 'ally-switch', 'acrobatics', 'draining-kiss', 'play-rough', 'confide', 'dazzling-gleam', 'power-up-punch', 'laser-focus', 'expanding-force', 'mystical-power', 'tera-blast']",['psychic'],pink
228,mew,300,4,mew,248,40,['synchronize'],"['pound', 'mega-punch', 'pay-day', 'fire-punch', 'ice-punch', 'thunder-punch', 'razor-wind', 'swords-dance', 'cut', 'whirlwind', 'fly', 'bind', 'mega-kick', 'headbutt', 'horn-drill', 'body-slam', 'take-down', 'double-edge', 'pin-missile', 'roar', 'flamethrower', 'water-gun', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'psybeam', 'bubble-beam', 'hyper-beam', 'submission', 'low-kick', 'counter', 'seismic-toss', 'strength', 'mega-drain', 'solar-beam', 'string-shot', 'dragon-rage', 'fire-spin', 'thunderbolt', 'thunder-wave', 'thunder', 'earthquake', 'fissure', 'dig', 'toxic', 'confusion', 'psychic', 'hypnosis', 'agility', 'rage', 'teleport', 'night-shade', 'mimic', 'screech', 'double-team', 'confuse-ray', 'defense-curl', 'barrier', 'light-screen', 'reflect', 'focus-energy', 'bide', 'metronome', 'self-destruct', 'egg-bomb', 'fire-blast', 'waterfall', 'swift', 'skull-bash', 'amnesia', 'soft-boiled', 'dream-eater', 'leech-life', 'sky-attack', 'transform', 'flash', 'psywave', 'explosion', 'rest', 'rock-slide', 'tri-attack', 'super-fang', 'substitute', 'thief', 'nightmare', 'snore', 'curse', 'reversal', 'spite', 'protect', 'scary-face', 'feint-attack', 'sludge-bomb', 'mud-slap', 'spikes', 'zap-cannon', 'icy-wind', 'detect', 'outrage', 'sandstorm', 'giga-drain', 'endure', 'charm', 'rollout', 'false-swipe', 'swagger', 'fury-cutter', 'steel-wing', 'attract', 'sleep-talk', 'heal-bell', 'return', 'frustration', 'safeguard', 'pain-split', 'dynamic-punch', 'megahorn', 'dragon-breath', 'baton-pass', 'encore', 'sweet-scent', 'iron-tail', 'metal-claw', 'synthesis', 'hidden-power', 'twister', 'rain-dance', 'sunny-day', 'crunch', 'psych-up', 'ancient-power', 'shadow-ball', 'future-sight', 'rock-smash', 'whirlpool', 'beat-up', 'fake-out', 'uproar', 'heat-wave', 'hail', 'torment', 'will-o-wisp', 'facade', 'focus-punch', 'nature-power', 'taunt', 'helping-hand', 'trick', 'role-play', 'superpower', 'magic-coat', 'recycle', 'revenge', 'brick-break', 'knock-off', 'endeavor', 'skill-swap', 'imprison', 'snatch', 'secret-power', 'dive', 'blaze-kick', 'hyper-voice', 'blast-burn', 'hydro-cannon', 'weather-ball', 'fake-tears', 'air-cutter', 'overheat', 'rock-tomb', 'silver-wind', 'cosmic-power', 'signal-beam', 'sand-tomb', 'muddy-water', 'bullet-seed', 'aerial-ace', 'icicle-spear', 'iron-defense', 'block', 'dragon-claw', 'frenzy-plant', 'bulk-up', 'bounce', 'mud-shot', 'poison-tail', 'covet', 'magical-leaf', 'calm-mind', 'leaf-blade', 'dragon-dance', 'rock-blast', 'shock-wave', 'water-pulse', 'roost', 'gravity', 'gyro-ball', 'brine', 'natural-gift', 'pluck', 'tailwind', 'u-turn', 'close-combat', 'payback', 'assurance', 'embargo', 'fling', 'gastro-acid', 'me-first', 'power-swap', 'guard-swap', 'last-resort', 'worry-seed', 'sucker-punch', 'toxic-spikes', 'magnet-rise', 'flare-blitz', 'aura-sphere', 'rock-polish', 'poison-jab', 'dark-pulse', 'aqua-tail', 'seed-bomb', 'air-slash', 'x-scissor', 'bug-buzz', 'dragon-pulse', 'power-gem', 'drain-punch', 'vacuum-wave', 'focus-blast', 'energy-ball', 'brave-bird', 'earth-power', 'giga-impact', 'nasty-plot', 'avalanche', 'shadow-claw', 'thunder-fang', 'ice-fang', 'fire-fang', 'psycho-cut', 'zen-headbutt', 'flash-cannon', 'rock-climb', 'defog', 'trick-room', 'draco-meteor', 'leaf-storm', 'power-whip', 'cross-poison', 'gunk-shot', 'iron-head', 'stone-edge', 'captivate', 'stealth-rock', 'grass-knot', 'bug-bite', 'charge-beam', 'ominous-wind', 'hone-claws', 'wonder-room', 'psyshock', 'venoshock', 'telekinesis', 'magic-room', 'smack-down', 'sludge-wave', 'heavy-slam', 'electro-ball', 'flame-charge', 'low-sweep', 'acid-spray', 'foul-play', 'after-you', 'round', 'echoed-voice', 'stored-power', 'ally-switch', 'scald', 'hex', 'sky-drop', 'incinerate', 'quash', 'acrobatics', 'reflect-type', 'retaliate', 'water-pledge', 'fire-pledge', 'grass-pledge', 'volt-switch', 'struggle-bug', 'bulldoze', 'frost-breath', 'dragon-tail', 'work-up', 'electroweb', 'wild-charge', 'drill-run', 'dual-chop', 'razor-shell', 'heat-crash', 'tail-slap', 'hurricane', 'snarl', 'phantom-force', 'disarming-voice', 'draining-kiss', 'grassy-terrain', 'misty-terrain', 'play-rough', 'confide', 'mystical-fire', 'eerie-impulse', 'venom-drench', 'electric-terrain', 'dazzling-gleam', 'infestation', 'power-up-punch', 'darkest-lariat', 'high-horsepower', 'solar-blade', 'laser-focus', 'throat-chop', 'pollen-puff', 'psychic-terrain', 'speed-swap', 'smart-strike', 'brutal-swing', 'aurora-veil', 'psychic-fangs', 'stomping-tantrum', 'liquidation', 'body-press', 'breaking-swipe', 'life-dew', 'steel-beam', 'expanding-force', 'steel-roller', 'scale-shot', 'meteor-beam', 'misty-explosion', 'grassy-glide', 'rising-voltage', 'terrain-pulse', 'skitter-smack', 'burning-jealousy', 'lash-out', 'poltergeist', 'corrosive-gas', 'coaching', 'flip-turn', 'triple-axel', 'dual-wingbeat', 'scorching-sands', 'tera-blast', 'ice-spinner', 'snowscape', 'pounce', 'trailblaze', 'chilling-water']",['psychic'],pink
